nom,lat_coor1,x,long_coor1,y,adr_num,adr_voie,com_cp,com_insee,com_nom,acc,acc_lib,acc_pcsec,acc_acc,acc_etg,acc_complt,photo1,photo2,disp_j,disp_h,disp_compl,tel1,tel2,site_email,date_insta,etat_fonct,fab_siren,fab_rais,mnt_siren,mnt_rais,modele,num_serie,id_euro,lc_ped,dtpr_lcped,dtpr_lcad,dtpr_bat,freq_mnt,dispsurv,dermnt,expt_siren,expt_rais,expt_tel1,expt_tel2,expt_email,ref,id,appartenan,dae_mobile,date1insta,chgtpiles
Gymnase Arthur Rimbaud,3.82311817059698,766461.8516,43.616812102488,6280097.7068, ,Rue Mohamed V,34080,34172,Montpellier,intérieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 52 30 80, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214427, , ,2021-10-26,2024-11-03,2024-11-01,tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,66,Mairie, ,,
Maison Pour Tous Jean-Pierre Caillens,3.87701683401441,770857.8663,43.5810091230333,6276165.6473, ,Place de Tibériade,34070,34172,Montpellier,non,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 42 63 04, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214063, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,Personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,67,Mairie,non,,
Maison pour tous Rosa-Lee Parks,3.83366483448939,767293.4256,43.6338355023598,6281998.4878,10,rue François-Henri d'Harcourt,34080,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 66 34 99, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J212238, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,68,Mairie,non,,
MUSEE FABRE,3.88015207315543,771073.12,43.6117202906494,6279581.51,13,rue Montpelliéret,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 14 83 00", , , , , , , , , , , , , , , , , , , , , , , , ,51,Métropole, ,,
Maison pour tous Voltaire,3.88872580812943,771774.9996,43.6040683970361,6278738.8896,3,Square Jean Monnet,34070,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 99 52 68 45, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J212234, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,70,Mairie,non,,
Maison pour tous Frédéric Chopin,3.88400486812068,771378.6118,43.6162308803064,6280086.2574,1,rue du Marché aux Bestiaux,34000,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 34 46 67 87, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214345, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,71,Mairie,non,,
Maison pour tous Paul-Emile-Victor,3.84255912284741,768022.5052,43.6244248427081,6280960.2852,1247,avenue du Professeur Louis Ravas,34080,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 99 58 13 58, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J212187, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,69,Mairie,non,,
Maison pour tous Marcel Pagnol,3.85053159022006,768693.6185,43.6014566179891,6278414.6615,64,route de Lavérune,34070,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 42 98 51, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214039, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,73,Mairie,non,,
Maison pour tous Joseph Ricôme - Théàtre G.Philippe,3.86626314548635,769955.6773,43.6083935346071,6279199.3956,7,rue Pagès,34070,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 58 71 96, , ,2019-11-01,En fonctionnement,-,ZOLL, , ,AED PLUS,X19J214486, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,74,Mairie,non,,
Maison pour tous Michel Colucci,3.84033498625857,767879.3042,43.5936880350957,6277542.4891,205,rue de Cheng Du,34070,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 42 52 85, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214412, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,75,Mairie,non,,
Ecole maternelle François-Mitterrand,3.83185886973498,767151.9784,43.6301415539281,6281586.4357,1330,rue Henri Lagattu,34080,34172,Montpellier,intérieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 99 74 72 80, , ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215889, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,77,Mairie,non,,
Ecole élementaire Chengdu,3.9041728175217,773028.9006,43.5990169701507,6278191.673,74,74 rue Ray Charles,34000,34172,Montpellier,intérieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 67 22 64 20, , ,2019-12-1,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215898, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,78,Mairie,non,,
Ecole élémentaire Painleve et maternelle Louise-Michel,3.89820129835213,772532.3345,43.6103086585132,6279441.0446,501,avenue de la Pompignane,34000,34172,Montpellier,intérieur,non,non,non,0,DAE sur Ecole PAINLEVE, , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 67 65 73 72, , ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215303, , ,2021-08-17,2024-12-24,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,80,Mairie,non,,
Ecole élémentaire André Malraux,3.90796877117967,773331.1845,43.6023794136883,6278568.8691,-,rue Joan Miro,34000,34172,Montpellier,intérieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 67 20 35 50, , ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J214236, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,81,Mairie,non,,
Ecole maternelle Aliénor-d'Aquitaine - Ecole élémentaire Ronsard,3.86476856812559,769859.3825,43.5883499187015,6276970.5507,694 -700,rue Jacques-Bounin,34070,34172,Montpellier,intérieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 67 27 46 12,334 67 27 82 03, ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215747, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,82,Mairie,non,,
Ecole maternelle Hélène-Boucher - Ecole élémentaire Alain Savary,3.83960207154238,767816.7323,43.5965413645581,6277858.9623,240,quai Flora Tristan,34070,34172,Montpellier,intérieur,non,non,non,0,DAE sur Ecole Hélène BOUCHER, , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables,Fermeture possible pendant les vacances scolaires,334 67 42 52 84,334 67 42 02 57, ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215293, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,89,Mairie,non,,
PATINOIRE VEGAPOLIS,3.91489064198098,773889.5,43.602921092364,6278635.52, ,Place de France,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 52 26 00, , , , , , , , , , , , , , , , , , , , , , , , ,48, , ,,
CAP OMEGA,3.91427706563654,773819.76,43.6186093179109,6280378.41, ,rond point Benjamin Franklin,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 59 30 01", , , , , , , , , , , , , , , , , , , , , , , , ,49,Métropole, ,,
Maison de la Démocratie,3.87908236528558,770994.66,43.6053221062472,6278869.5,16,rue de la République,34000,34172,Montpellier,intérieur,oui,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 34 88 00, , ,2017-12-1,En fonctionnement, ,ZOLL, , ,AED PLUS,X17H948876, ,oui,2021-02-09,2023-01-14,2022-12-1,tous les ans, ,2019-04-16,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr,AUJOULAT Loic,1,Mairie,non,,
Cimetière Saint-Lazare,3.89042519654181,771884.7545,43.6259993549014,6281177.6684,2,Rond-point du Souvenir Francais,34000,34172,Montpellier,intérieur,non,oui,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi, samedi, dimanche",Heures ouvrables, ,334 34 88 91 88, , ,2013-06-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X13D599880, ,oui,2021-05-25,2023-02-18,2022-12-1,tous les ans, ,2019-09-10,213401722,Personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr,Liess Sid,36,Mairie,non,,
S.F.M.A.,3.93573865229816,775556.47,43.615604406629,6280064.77, ,avenue albert Einstein,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 22 83 78", , , , , , , , , , , , , , , , , , , , , , , , ,50, , ,,
DOMAINE DE LA PROVIDENCE,3.85389338631754,768980.54,43.5886305715036,6276992.18,1784, avenue de Toulouse,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 99 64 25 80", , , , , , , , , , , , , , , , , , , , , , , , ,53, , ,,
RDC PAVILLON JUNON,3.89083244223548,771939.99,43.6081660487656,6279196.19,50,Place Zeus,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 13 69 27", , , , , , , , , , , , , , , , , , , , , , , , ,54, , ,,
RDC PAVILLON ZEUS,3.89081690272683,771939.11,43.607867073982,6279162.95,50,Place Zeus,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 13 69 27", , , , , , , , , , , , , , , , , , , , , , , , ,55, , ,,
PAVILLON ZEUS (Salle Marianne),3.8909210790639,771947.3866,43.6079754857748,6279175.093,50,Place Zeus,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 13 69 27", , , , , , , , , , , , , , , , , , , , , , , , ,58, , ,,
E.S.B.A.M.A.,3.88438057985894,771408.06,43.6169436621472,6280165.81,130,rue Yehudi,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 99 58 32 87", , , , , , , , , , , , , , , , , , , , , , , , ,56, , ,,
MONTPELLIER DANCE,3.87836845320669,770926.29,43.6139907693126,6279832.23,18,rue Sainte Ursule,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 60 83 60", , , , , , , , , , , , , , , , , , , , , , , , ,57, , ,,
TAM,3.88022105891879,771082.13,43.6089439482991,6279273.03, ,Parking comédie centre ville,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 07 63 79, , , , , , , , , , , , , , , , , , , , , , , , ,60, , ,,
TAM,3.8823869996754,771250.72,43.614027141943,6279839.89, ,Parking Corum,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 07 63 79, , , , , , , , , , , , , , , , , , , , , , , , ,61, , ,,
CRR,3.87409663236646,770585.74,43.6104339147789,6279433.12,14,rue Eugène Lisbonne,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 66 88 46", , , , , , , , , , , , , , , , , , , , , , , , ,59,Métropole, ,,
"Université Montpellier 1 UFR d'Economie  (1er étage, à côté des bureaux de l'administration)",3.89956526846159,772650.81,43.6037249115369,6278710.63, ,avenue raymond Dugrand,0,34172,Montpellier, , , , ,0, , , , , , ,334 34 43 24 44, , , , , , , , , , , , , , , , , , , , , , , , ,65, , ,,
"Université Montpellier 1 UFR AES (1er étage, en face de la salle des professeurs)",3.89991647950113,772679.96,43.6031038239536,6278641.93, ,Espace richter  avenue raymond Dugrand,0,34172,Montpellier, , , , ,0, , , , , , ,334 34 43 23 33, , , , , , , , , , , , , , , , , , , , , , , , ,66, , ,,
Université Montpellier 1 ISEM IPAG (Loge),3.8990452616492,772608.14,43.6042583122995,6278769.43, ,Espace richter Bât b Vendémiaire,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 15 85 46, , , , , , , , , , , , , , , , , , , , , , , , ,64, , ,,
Université Montpellier 1 Services Mutualisés Richter PC Securité,3.89848332737752,772562.86,43.6041787367752,6278760.07, ,"Espace richter Bât E, BIU, MdE, rue  Vendémiaire",0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,63, , ,,
Université Montpellier 1 UFR Droit (accueil bâtiment1),3.87717348844078,770829.72,43.6140581900109,6279838.65,39,rue de l'université,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 61 54 00, , , , , , , , , , , , , , , , , , , , , , , , ,67, , ,,
Université Montpellier 1 UFR Droit (accueil bâtiment2),3.87633524704572,770762.28,43.6138609616681,6279815.98, , ,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68, , ,,
Université Montpellier 1 UFR Médecine (Loge bâtiment Historique),3.87354908506104,770538.43,43.6129518919493,6279712.46,2,rue Ecole de Médecine,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 60 10 00, , , , , , , , , , , , , , , , , , , , , , , , ,69, , ,,
Université Montpellier 1 UFR Médecine(Loge Institut biologie),3.87409703065037,770580.07,43.6150688295983,6279948.21, , ,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70, , ,,
Université Montpellier 1 UFR Odontologie (Hall Premier Etage Bât A),3.82353503787645,766472.98,43.6362496909879,6282258.2,545,avenue du Professeur J.L Viala,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 10 44 70, , , , , , , , , , , , , , , , , , , , , , , , ,71, , ,,
Université Montpellier 1 UFR Pharmacie (LogeBât A),3.86189867362492,769585.23,43.6232361057971,6280845.03,15,avenue Charles Flahault,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 54 80 00, , , , , , , , , , , , , , , , , , , , , , , , ,72, , ,,
Université Montpellier 1 UFR Pharmacie (Galerie à côté de la pharmacie expérimentale),3.8603402170245,769460.85,43.6220496076373,6280711.8, , ,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73, , ,,
Université Montpellier 1 UFR Staps (Bâtiment A),3.85386508994242,768915.52,43.640831380761,6282793.37,700,avenue du Pic Saint-Loup,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 41 57 00, , , , , , , , , , , , , , , , , , , , , , , , ,74, , ,,
Université Montpellier 1  UFR Staps (P1),3.84875777279032,768505.12,43.6393278747054,6282621.84, , ,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , ,,
MEDIATHEQUE E.ZOLA,3.89315694705602,772127.3,43.608483862643,6279233.63,218,Bd de l'aéroport International,0,34172,Montpellier, , , , ,0, , , , , , ,"
334 67 34 87 00", , , , , , , , , , , , , , , , , , , , , , , , ,52,Métropole, ,,
Université Montpellier 1  UFR Staps (Palais des Sports),3.84872343140147,768501.31,43.640197118504,6282718.41, , ,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,76, , ,,
Université Montpellier 2 PC Securite,3.86080921105514,769486.6,43.6320479085899,6281823.34, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,77, , ,,
Université Montpellier 2 Secrétariat IAE,3.86173928351398,769561.21,43.6324310691736,6281866.74, ,place Eugène Bataillon,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,79, , ,,
Université Montpellier 2 Couloir  de la présidence 1er étage,3.86403642262064,769747.04,43.6320955526935,6281831.48, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,78, , ,,
Université Montpellier 2 Laboratoire AREVA,3.86719128633918,769999.33,43.6340354985462,6282049.86, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,80, , ,,
UniversitéMontpellier 2 SCOPPS,3.8665193877703,769946.43,43.6329423332129,6281927.78, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,81, , ,,
Université Montpellier 2 Laboratoire L2C,3.86500069981502,769824.35,43.6325272748877,6281880.31, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,82, , ,,
Université  Montpellier 2  Centre Sportif Universitaire     Piscine,3.86372264420178,769718.46,43.6347707457061,6282128.5, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,86, , ,,
Université Montpellier 2  Centre Sportif Universitaire Gymnase,3.8641198049599,769750.93,43.6344311397566,6282091.11, ,rue Emile Jeanbreau,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,85, , ,,
Université Montpellier 2 HALL IEM,3.86621604792164,769919.42,43.6350134802475,6282157.68, , ,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 31 11, , , , , , , , , , , , , , , , , , , , , , , , ,84, , ,,
Universite paul valery montpellier 3 Loge Entrée,3.8698729699205,770219.38,43.631099676961,6281725.98, ,aenue Val de montferrand,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 55 23, , , , , , , , , , , , , , , , , , , , , , , , ,88, , ,,
Universite paul valery  montpellier 3  batiment Marc Bloch,3.86914573260106,770158.67,43.632740409527,6281907.67, ,route de mende,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 55 23, , , , , , , , , , , , , , , , , , , , , , , , ,89, , ,,
Université Paul Valéry  montpellier 3 Site Saint Charles  Loge Entrée,3.87378575738926,770553.1,43.616562438846,6280113.92, ,rue du Professeur Henri Serre,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 55 23, , , , , , , , , , , , , , , , , , , , , , , , ,90, , ,,
Montpellier Ecole National Supérieure de Chimie,3.86759227817794,770047.81,43.6208396376922,6280583.74,8,rue de l'école Normale,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 72 83, , , , , , , , , , , , , , , , , , , , , , , , ,91, , ,,
Montpellier Ecole National Supérieure de Chimie (Laboratoire),3.83738327819023,767589.63,43.6371761102564,6282372.91,104, rue de la galéra,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 72 83, , , , , , , , , , , , , , , , , , , , , , , , ,92, , ,,
Montpellier Ecole National Supérieure de Chimie,3.83828532267566,767661.97,43.6375711160617,6282417.58,220, rue de la galéra,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 72 83, , , , , , , , , , , , , , , , , , , , , , , , ,93, , ,,
CROUS de MONTPELLIER Restaurants Universitaires  Boutonnet,3.8694077952186,770191.16,43.6234756755059,6280878.3,2, rue Emile Duployé  MONTPELLIEr Cedex,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 63 52 06, , , , , , , , , , , , , , , , , , , , , , , , ,94, , ,,
CROUS de MONTPELLIER Restaurants Universitaires Triolet,3.86018126793363,769436.95,43.6311912855421,6281727.59,106,avenue Profeseur Joseph anglada,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 63 50 16, , , , , , , , , , , , , , , , , , , , , , , , ,95, , ,,
CROUS de MONTPELLIER Restaurants Universitaires Vert-Bois,3.87086356104298,770294.77,43.6348289563195,6282141.3,205, rue de la Chênaie,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 63 66 45, , , , , , , , , , , , , , , , , , , , , , , , ,96, , ,,
CROUS de MONTPELLIER Services Centraux,3.87001131725213,770241.14,43.6224491764632,6280764.76,2, rue Monteil,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 41 50 08, , , , , , , , , , , , , , , , , , , , , , , , ,98, , ,,
CROUS de MONTPELLIER Restaurants Universitaires Richter,3.89922794429122,772624.62,43.6028938366167,6278617.96,80, rue Brumaire,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 15 84 47, , , , , , , , , , , , , , , , , , , , , , , , ,97, , ,,
CREPS,3.86618005450302,769935.9,43.6191123393872,6280390.53,2, avenue Charles Flahault,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99, , ,,
Maison des sports (Sport Et Psychologie) Hérault Sport,3.86583327274774,769908.84,43.6183424189979,6280304.66,200, avenue du Père Soulas,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 54 82 29, , , , , , , , , , , , , , , , , , , , , , , , ,100, , ,,
Hérault Sport,3.83559889989769,767440.33,43.6416646460533,6282870.2,747,avenue des apothicaires Parc Euromédecine,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 54 82 29, , , , , , , , , , , , , , , , , , , , , , , , ,101, , ,,
Lycée Frédéric Bazille,3.86390111725397,769719.19,43.6460180785944,6283378.58,3224, route de Mende,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 63 89 87, , , , , , , , , , , , , , , , , , , , , , , , ,103, , ,,
Lycée Jean Mermoz,3.89080547110243,771934.43,43.6108635011925,6279495.94,717, avenue Jean Mermoz,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 20 60 00, , , , , , , , , , , , , , , , , , , , , , , , ,104, , ,,
Lycée Léonard de Vinci,3.82313205489235,766450.96,43.6271809942454,6281250.04, ,rue du Professeur Blayac,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 10 40 10, , , , , , , , , , , , , , , , , , , , , , , , ,106, , ,,
Lycée Jules Ferry,3.84226725112952,768021.67,43.605252884695,6278829.4,270, avenue de la colline,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 10 74 01, , , , , , , , , , , , , , , , , , , , , , , , ,105, , ,,
Caisse Primaire d'Assurance Maladie,3.87110913258834,770349.3,43.6065196452474,6278995.45,29, cours Gambetta,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 52 54 49, , , , , , , , , , , , , , , , , , , , , , , , ,107, , ,,
Caisse Primaire d'Assurance Maladie,3.82126951487528,766294.8,43.6322019208238,6281806.46,90,allée almicare Calvetti,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 52 54 49, , , , , , , , , , , , , , , , , , , , , , , , ,108, , ,,
Caisse d'assurance retraite et de la Santé au travail,3.87064337089253,770311.24,43.6068847469056,6279035.61,29, cours Gambetta,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 12 94 72, , , , , , , , , , , , , , , , , , , , , , , , ,109, , ,,
Caisse d'assurance retraite et de la Santé au travail,3.91465549371452,773865.39,43.6068978788984,6279077.25,101,place pierre Duhem,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 12 94 72, , , , , , , , , , , , , , , , , , , , , , , , ,110, , ,,
Préfecture de l'Hérault,3.87675684396933,770799.24,43.6114960548742,6279553.54,34,Place des Martyrs de la résistance,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 61 60 45, , , , , , , , , , , , , , , , , , , , , , , , ,111, , ,,
Cour d'appel,3.87282077771908,770481.67,43.6112848768186,6279526.55,1, rue Foch,0,34172,Montpellier, , , , ,0, , , , , , ,334 34 08 81 92, , , , , , , , , , , , , , , , , , , , , , , , ,113, , ,,
Tribunal de grande instance,3.8691479289519,770186.42,43.6102006010178,6279402.78, ,Place Pierre Flotte,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 12 61 09, , , , , , , , , , , , , , , , , , , , , , , , ,112, , ,,
Gare Sncf de Montpellier St Roch,3.88084499064934,771137.71,43.6047523711786,6278807.77,1, Place auguste Gibert,0,34172,Montpellier, , , , ,0, , , , , , ,336 25 91 00 28, , , , , , , , , , , , , , , , , , , , , , , , ,115, , ,,
Hotel de Police de Montpellier,3.89161634280513,772009.13,43.6035139140821,6278679.9,206, avenue du Comté de Melgueil,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 13 50 00, , , , , , , , , , , , , , , , , , , , , , , , ,114, , ,,
Pharmacie de L'Europe,3.82007582238242,766187.28,43.6418758814019,6282880.54,2600, avenue de l'europe,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 75 16 37, , , , , , , , , , , , , , , , , , , , , , , , ,116, , ,,
Pharmacie de l'ovalie,3.84964177363434,768629.43,43.5950384385676,6277700.61,2750, Boulevard Paul Valery,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 27 71 72, , , , , , , , , , , , , , , , , , , , , , , , ,117, , ,,
Pharmacie Ravoire,3.86983035989801,770235.95,43.6147553694929,6279909.57,33, rue du Faubourg Saint JaUMES,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 63 38 84, , , , , , , , , , , , , , , , , , , , , , , , ,118, , ,,
Citroen montpellier,3.88299726397185,771329.04,43.5906567896867,6277243.22,730, avenue des pres d'arenes,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 12 67 01, , , , , , , , , , , , , , , , , , , , , , , , ,119, , ,,
Grand Garage de l'Hérault Peugeot Montpellier  (commerce),3.88118577437497,771192.26,43.5829591232002,6276386.11,905, rue de l'industrie,34070,34172,Montpellier, , , , ,0, , , , , , ,334 67 06 25 02, , , , , , , , , , , , , , , , , , , , , , , , ,120, , ,,
Grand Garage de l'Hérault Peugeot Montpellier (atelier),3.88146333986189,771213.93,43.5835668518977,6276453.9,905, rue de l'industrie,34070,34172,Montpellier, , , , ,0, , , , , , ,334 67 06 25 02, , , , , , , , , , , , , , , , , , , , , , , , ,121, , ,,
Centre commercial Polygone  PC Sécurité  (es1 montpellier),3.88578386410133,771532.11,43.6083221374792,6279208.95,1, rue des Pertuisanes,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 99 41 60, , , , , , , , , , , , , , , , , , , , , , , , ,122, , ,,
